NA,children,,children,
NA,frail,frail
NA,or,or
phonetics,elderly,eldery
NA,people,,people,
NA,and,and
NA,others,others
insert,with,witch
NA,weakened,weakened
NA,immune,immune
NA,systems,,systems,
NA,the,the
NA,FDA,FDA
NA,says.,says.
NA,Although,Although
NA,some,some
NA,people,people
NA,may,may
NA,suffer,suffer
NA,only,only
NA,short-term,short-term
NA,symptoms,symptoms
NA,such,such
NA,as,as
NA,high,high
NA,fever,,fever,
NA,severe,severe
NA,headache,,headache,
NA,nausea,,nausea,
NA,abdominal,abdominal
NA,pain,pain
NA,and,and
NA,diarrhea,,diarrhea,
NA,Listeria,Listeria
delete,can,cai
phonetics,also,aalso
NA,cause,cause
NA,miscarriages,miscarriages
NA,and,and
NA,stillbirths,stillbirths
NA,among,among
NA,pregnant,pregnant
NA,women.,women.
NA,Good,Good
NA,news,news
other_err,arrived,arriveled
NA,Thursday,Thursday
NA,for,for
NA,"Fifty,"Fifty
NA,Shades,Shades
delete,of,os
NA,Grey",Grey"
NA,fans.,fans.
NA,Universal,Universal
NA,announced,announced
NA,Thursday,Thursday
NA,that,that
NA,the,the
NA,sequel,sequel
other_real,to,fot
NA,the,the
NA,box,box
NA,office,office
NA,blockbuster,blockbuster
NA,will,will
NA,hit,hit
NA,theaters,theaters
NA,on,on
NA,Feb.,Feb.
NA,10,,10,
NA,2017.,2017.
NA,The,The
NA,third,third
NA,film,film
NA,in,in
NA,the,the
NA,series,series
NA,will,will
NA,debut,debut
NA,Feb.,Feb.
NA,9,,9,
NA,2018.,2018.
NA,The,The
NA,news,news
NA,came,came
NA,one,one
NA,day,day
NA,after,after
NA,The,The
NA,Hollywood,Hollywood
NA,Reporter,Reporter
NA,reported,reported
NA,exclusively,exclusively
phonetics,that,tht
NA,the,the
NA,husband,husband
keyboard,of,ot
NA,EL,EL
NA,James,,James,
NA,author,author
NA,of,of
NA,the,the
NA,"Fifty,"Fifty
NA,Shades",Shades"
NA,trilogy,,trilogy,
NA,will,will
NA,write,write
NA,the,the
NA,script,script
NA,for,for
NA,the,the
NA,second,second
NA,film.,film.
NA,Niall,Niall
NA,Leonard,,Leonard,
NA,who,who
NA,is,is
NA,married,married
phonetics,and,anhd
NA,has,has
NA,two,two
insert,sons,songs
NA,with,with
NA,the,the
NA,British,British
NA,author,,author,
NA,is,is
NA,an,an
NA,author,author
NA,himself,,himself,
NA,in,in
NA,addition,addition
NA,to,to
NA,being,being
NA,a,a
NA,screenwriter.,screenwriter.
NA,James,,James,
phonetics,whose,whos
NA,real,real
NA,name,name
NA,is,is
NA,Erika,Erika
NA,Leonard,,Leonard,
NA,has,has
NA,been,been
NA,credited,credited
NA,with,with
NA,keeping,keeping
NA,a,a
NA,strong,strong
insert,amount,amounth
NA,of,of
NA,creative,creative
NA,control,control
NA,when,when
NA,it,it
NA,comes,comes
NA,to,to
NA,Universal's,Universal's
NA,adaptations,adaptations
NA,of,of
NA,her,her
NA,books,,books,
NA,the,the
NA,second,second
NA,of,of
NA,which,which
NA,is,is
NA,titled,titled
NA,"Fifty,"Fifty
NA,Shades,Shades
NA,Darker.",Darker."
NA,After,After
NA,clashing,clashing
NA,with,with
NA,James,,James,
NA,Sam,Sam
NA,Taylor-Johnson,Taylor-Johnson
NA,isn't,isn't
phonetics,returning,retorning
NA,to,to
NA,direct,direct
NA,the,the
NA,sequel.,sequel.
NA,Stars,Stars
NA,Dakota,Dakota
NA,Johnson,Johnson
NA,and,and
NA,Jamie,Jamie
NA,Dornan,Dornan
NA,are,are
delete,negotiating,negociating
NA,for,for
NA,more,more
NA,money,money
NA,for,for
NA,the,the
NA,sequel,sequel
phonetics,after,aftr
NA,the,the
NA,first,first
NA,film,,film,
NA,release,release
NA,over,over
NA,Valentine's,Valentine's
NA,Day,Day
NA,weekend,weekend
NA,of,of
phonetics,this,thes
NA,year,,year,
NA,earned,earned
NA,a,a
NA,massive,massive
NA,$568.8,$568.8
NA,million,million
NA,worldwide.,worldwide.
NA,South,South
NA,Korea's,Korea's
NA,Prime,Prime
NA,Minister,Minister
caps,Lee,LEE
NA,Wan-koo,Wan-koo
NA,offered,offered
NA,to,to
NA,resign,resign
NA,on,on
NA,Monday,Monday
NA,amid,amid
NA,a,a
NA,growing,growing
NA,political,political
NA,scandal.,scandal.
NA,Lee,Lee
phonetics,will,well
NA,stay,stay
NA,in,in
NA,his,his
NA,official,official
NA,role,role
NA,until,until
NA,South,South
NA,Korean,Korean
NA,President,President
NA,Park,Park
NA,Geun-hye,Geun-hye
NA,accepts,accepts
NA,his,his
NA,resignation.,resignation.
NA,He,He
NA,has,has
NA,transferred,transferred
NA,his,his
NA,role,role
NA,of,of
NA,chairing,chairing
NA,Cabinet,Cabinet
swap_repeat,meetings,miteengs
NA,to,to
NA,the,the
NA,deputy,deputy
NA,prime,prime
NA,minister,minister
phonetics,for,für
NA,the,the
NA,time,time
NA,being,,being,
NA,according,according
NA,to,to
NA,his,his
NA,office.,office.
NA,Park,Park
NA,heard,heard
NA,about,about
NA,the,the
NA,resignation,resignation
NA,and,and
NA,called,called
NA,it,it
NA,"regrettable,","regrettable,"
NA,according,according
NA,to,to
NA,the,the
NA,South,South
caps,Korean,korean
NA,presidential,presidential
NA,office.,office.
NA,Calls,Calls
NA,for,for
NA,Lee,Lee
NA,to,to
NA,resign,resign
NA,began,began
NA,after,after
NA,South,South
NA,Korean,Korean
NA,tycoon,tycoon
NA,Sung,Sung
NA,Woan-jong,Woan-jong
NA,was,was
delete,found,foud
NA,hanging,hanging
NA,from,from
NA,a,a
NA,tree,tree
NA,in,in
NA,Seoul,Seoul
NA,in,in
NA,an,an
NA,apparent,apparent
NA,suicide,suicide
NA,on,on
NA,April,April
NA,9.,9.
NA,Sung,,Sung,
NA,who,who
NA,was,was
NA,under,under
NA,investigation,investigation
delete,for,fou
NA,fraud,fraud
NA,and,and
NA,bribery,,bribery,
NA,left,left
NA,a,a
NA,note,note
NA,listing,listing
NA,names,names
NA,and,and
NA,amounts,amounts
NA,of,of
NA,cash,cash
NA,given,given
NA,to,to
NA,top,top
NA,officials,,officials,
NA,including,including
NA,those,those
NA,who,who
NA,work,work
NA,for,for
NA,the,the
NA,President.,President.
NA,Lee,Lee
other_err,and,0
NA,seven,seven
NA,other,other
NA,politicians,politicians
NA,with,with
other_real,links,kink
NA,to,to
insert,the,tnhe
NA,South,South
NA,Korean,Korean
swap_repeat,President,Persident
NA,are,are
NA,under,under
NA,investigation.,investigation.
NA,A,A
NA,special,special
NA,prosecutor's,prosecutor's
NA,team,team
NA,has,has
NA,been,been
NA,established,established
NA,to,to
NA,investigate,investigate
NA,the,the
NA,case.,case.
NA,Lee,Lee
NA,had,had
NA,adamantly,adamantly
NA,denied,denied
NA,the,the
NA,allegations,allegations
NA,as,as
NA,the,the
NA,scandal,scandal
NA,escalated:,escalated:
NA,"If,"If
NA,there,there
NA,are,are
phonetics,any,an
NA,evidence,,evidence,
NA,I,I
NA,will,will
NA,give,give
NA,out,out
keyboard,my,mu
NA,life.,life.
NA,As,As
NA,a,a
NA,Prime,Prime
NA,Minister,,Minister,
phonetics,I,I'
phonetics,will,weill
NA,accept,accept
NA,Prosecutor,Prosecutor
NA,Office's,Office's
keyboard,investigation,incestigation
NA,first.",first."
NA,Park,Park
NA,has,has
NA,said,said
NA,that,that
phonetics,she,sha
NA,is,is
NA,taking,taking
NA,the,the
NA,accusations,accusations
NA,very,very
NA,seriously.,seriously.
NA,Before,Before
NA,departing,departing
NA,on,on
NA,her,her
NA,trip,trip
NA,to,to
NA,Central,Central
NA,and,and
NA,South,South
NA,America,,America,
NA,she,she
NA,condemned,condemned
NA,political,political
NA,corruption,corruption
NA,in,in
NA,her,her
NA,country.,country.
NA,"Corruption,"Corruption
NA,and,and
NA,deep-rooted,deep-rooted
NA,evil,evil
phonetics,are,arre
NA,issues,issues
NA,that,that
NA,can,can
NA,lead,lead
other_err,to,ou
NA,taking,taking
NA,away,away
NA,people's,people's
NA,lives.,lives.
NA,We,We
other_err,take,thak
NA,this,this
NA,very,very
NA,seriously.",seriously."
NA,"We,"We
NA,must,must
NA,make,make
NA,sure,sure
NA,to,to
NA,set,set
NA,straight,straight
NA,this,this
NA,issue,issue
NA,as,as
NA,a,a
NA,matter,matter
NA,of,of
NA,political,political
NA,reform.,reform.
NA,I,I
NA,will,will
NA,not,not
NA,forgive,forgive
NA,anyone,anyone
NA,who,who
NA,is,is
NA,responsible,responsible
NA,for,for
NA,corruption,corruption
NA,or,or
NA,wrongdoing.",wrongdoing."
NA,Park,Park
NA,is,is
NA,in,in
NA,Peru,Peru
NA,and,and
insert,is,isd
NA,expected,expected
NA,to,to
NA,arrive,arrive
NA,back,back
NA,to,to
other_real,South,soud
NA,Korea,Korea
NA,on,on
NA,April,April
NA,27.,27.
NA,Blues,Blues
NA,legend,legend
NA,B.B.,B.B.
NA,King,King
NA,was,was
NA,hospitalized,hospitalized
keyboard,for,foe
NA,dehydration,,dehydration,
NA,though,though
NA,the,the
NA,ailment,ailment
NA,didn't,didn't
NA,keep,keep
NA,him,him
NA,out,out
NA,for,for
NA,long.,long.
NA,King's,King's
NA,dehydration,dehydration
NA,was,was
NA,caused,caused
NA,by,by
NA,his,his
NA,Type,Type
NA,II,II
NA,diabetes,,diabetes,
caps,but,But
NA,he,he
NA,"is,"is
NA,much,much
NA,better,",better,"
NA,his,his
NA,daughter,,daughter,
NA,Claudette,Claudette
NA,King,,King,
NA,told,told
NA,the,the
NA,Los,Los
NA,Angeles,Angeles
NA,Times.,Times.
other_real,The,He
NA,legendary,legendary
NA,guitarist,guitarist
NA,and,and
NA,vocalist,vocalist
NA,released,released
NA,a,a
NA,statement,statement
NA,thanking,thanking
NA,those,those
NA,who,who
NA,have,have
NA,expressed,expressed
NA,their,their
NA,concerns.,concerns.
NA,"I'm,"I'm
NA,feeling,feeling
NA,much,much
NA,better,better
NA,and,and
NA,am,am
NA,leaving,leaving
NA,the,the
NA,hospital,hospital
NA,today,",today,"
NA,King,King
NA,said,said
keyboard,in,im
NA,a,a
NA,message,message
NA,Tuesday.,Tuesday.
NA,Angela,Angela
NA,Moore,,Moore,
NA,a,a
NA,publicist,publicist
NA,for,for
NA,Claudette,Claudette
NA,King,,King,
NA,said,said
phonetics,later,latter
NA,in,in
NA,the,the
NA,day,day
NA,that,that
NA,he,he
phonetics,was,wass
NA,back,back
NA,home,home
NA,resting,resting
NA,and,and
NA,enjoying,enjoying
NA,time,time
NA,with,with
NA,his,his
NA,grandchildren.,grandchildren.
NA,"He,"He
NA,was,was
NA,struggling,struggling
NA,before,,before,
NA,and,and
NA,he,he
NA,is,is
NA,a,a
NA,trouper,",trouper,"
NA,Moore,Moore
NA,said.,said.
NA,"He,"He
NA,wasn't,wasn't
NA,going,going
NA,to,to
NA,let,let
NA,his,his
NA,fans,fans
NA,down.",down."
phonetics,No,n'º
keyboard,more,morw
NA,information,information
keyboard,on,in
NA,King's,King's
NA,condition,condition
NA,or,or
NA,where,where
NA,he,he
NA,was,was
NA,hospitalized,hospitalized
NA,was,was
phonetics,immediately,imediately
NA,available.,available.
NA,B.B.,B.B.
NA,is,is
NA,short,short
NA,for,for
NA,Blues,Blues
NA,Boy,,Boy,
swap_repeat,part,prat
NA,of,of
NA,the,the
NA,name,name
NA,he,he
NA,used,used
NA,as,as
NA,a,a
NA,Memphis,Memphis
NA,disc,disc
NA,jockey,,jockey,
NA,the,the
NA,Beale,Beale
NA,Street,Street
NA,Blues,Blues
NA,Boy.,Boy.
NA,He,He
phonetics,was,wass
NA,inducted,inducted
NA,into,into
NA,the,the
NA,Rock,Rock
NA,and,and
NA,Roll,Roll
NA,Hall,Hall
NA,of,of
NA,Fame,Fame
NA,in,in
NA,1987,,1987,
NA,and,and
NA,has,has
NA,30,30
NA,Grammy,Grammy
NA,nominations.,nominations.
NA,King,,King,
NA,89,,89,
NA,has,has
NA,used,used
NA,various,various
NA,models,models
NA,of,of
NA,Gibson,Gibson
NA,guitars,guitars
NA,over,over
NA,the,the
NA,years,,years,
NA,and,and
NA,named,named
NA,each,each
NA,one,one
NA,of,of
NA,them,them
NA,Lucille.,Lucille.
NA,In,In
phonetics,the,thhe
NA,1980s,,1980s,
NA,Gibson,Gibson
NA,officially,officially
NA,dropped,dropped
NA,the,the
NA,model,model
NA,number,number
NA,on,on
NA,the,the
NA,guitar,guitar
NA,he,he
NA,used,used
delete,last,lase
NA,and,and
NA,most.,most.
NA,It,It
NA,became,became
NA,a,a
NA,custom-made,custom-made
NA,signature,signature
NA,model,model
NA,named,named
NA,Lucille,,Lucille,
NA,manufactured,manufactured
NA,exclusively,exclusively
NA,for,for
NA,the,the
NA,"King,"King
NA,of,of
other_real,the,de
NA,Blues.",Blues."
NA,Some,Some
NA,of,of
NA,his,his
phonetics,hits,hit's
NA,include,include
NA,"The,"The
NA,Thrill,Thrill
NA,Is,Is
NA,Gone,",Gone,"
NA,which,which
NA,won,won
phonetics,him,hem
NA,his,his
NA,first,first
NA,Grammy,Grammy
NA,in,in
NA,1970,,1970,
NA,"There,"There
NA,Must,Must
NA,be,be
NA,a,a
NA,Better,Better
delete,World,Word
NA,Somewhere",Somewhere"
NA,and,and
NA,"When,"When
phonetics,love,lova
NA,Comes,Comes
NA,to,to
NA,Town,",Town,"
insert,a,la
NA,collaboration,collaboration
NA,with,with
NA,U2.,U2.
delete,last,lask
NA,year,,year,
NA,the,the
NA,bluesman,bluesman
NA,suffered,suffered
NA,from,from
NA,dehydration,dehydration
NA,and,and
NA,exhaustion,exhaustion
NA,after,after
NA,a,a
NA,show,show
caps,in,In
NA,Chicago,,Chicago,
NA,forcing,forcing
NA,him,him
NA,to,to
NA,cancel,cancel
NA,the,the
NA,remainder,remainder
NA,of,of
NA,his,his
NA,tour.,tour.
NA,The,The
NA,underwater,underwater
NA,search,search
phonetics,area,aarea
NA,for,for
NA,missing,missing
NA,Malaysia,Malaysia
NA,Airlines,Airlines
NA,Flight,Flight
NA,370,370
NA,looks,looks
NA,set,set
NA,to,to
NA,double,double
caps,in,In
NA,size.,size.
NA,Teams,Teams
NA,are,are
NA,scouring,scouring
NA,the,the
NA,depths,depths
keyboard,of,fi
NA,a,a
NA,remote,remote
NA,part,part
NA,of,of
NA,the,the
NA,southern,southern
NA,Indian,Indian
NA,Ocean,Ocean
NA,for,for
NA,the,the
NA,remains,remains
NA,of,of
NA,the,the
NA,passenger,passenger
NA,jet,jet
NA,that,that
NA,disappeared,disappeared
NA,more,more
NA,than,than
NA,a,a
delete,year,yeah
NA,ago,ago
NA,with,with
NA,239,239
NA,people,people
delete,on,jn
NA,board.,board.
NA,So,So
NA,far,,far,
NA,they've,they've
NA,covered,covered
NA,about,about
NA,60%,60%
NA,of,of
delete,the,zhe
NA,priority,priority
NA,search,search
NA,zone,zone
NA,without,without
phonetics,reporting,reportings
NA,any,any
NA,trace,trace
NA,of,of
NA,the,the
NA,airliner.,airliner.
NA,Families,Families
delete,of,oh
swap_repeat,passengers,passangers
NA,and,and
NA,crew,crew
NA,members,members
NA,still,still
NA,have,have
caps,no,NO
NA,answers,answers
NA,about,about
NA,what,what
phonetics,happened,happend
NA,to,to
NA,their,their
NA,loved,loved
NA,ones.,ones.
NA,If,If
NA,the,the
NA,searchers,searchers
NA,haven't,haven't
NA,found,found
NA,anything,anything
NA,by,by
NA,the,the
phonetics,time,tme
NA,they've,they've
NA,covered,covered
NA,the,the
NA,entire,entire
NA,60,000-square-kilometer,60,000-square-kilometer
NA,priority,priority
NA,zone,,zone,
NA,the,the
insert,search,shearch
NA,will,will
NA,stretch,stretch
NA,into,into
NA,a,a
NA,new,new
swap_repeat,equally,equqlly
NA,vast,vast
NA,area,,area,
NA,government,government
NA,officials,officials
NA,from,from
NA,Malaysia,,Malaysia,
NA,Australia,Australia
NA,and,and
delete,China,Chia
NA,announced,announced
NA,Thursday.,Thursday.
NA,"Ministers,"Ministers
phonetics,remain,remaine
NA,committed,committed
NA,to,to
NA,bring,bring
NA,closure,closure
other_real,and,un
NA,some,some
phonetics,peace,pace
delete,to,lo
NA,the,the
NA,families,families
other_real,and,AN
NA,loved,loved
NA,ones,ones
NA,of,of
NA,those,those
NA,on,on
NA,board,board
NA,Malaysia,Malaysia
NA,Airlines,Airlines
NA,Flight,Flight
NA,MH370,",MH370,"
NA,the,the
NA,three,three
NA,countries,countries
NA,said,said
NA,in,in
NA,a,a
NA,joint,joint
NA,statement.,statement.
keyboard,the,tne
NA,search,search
phonetics,of,iof
other_real,the,de
NA,current,current
NA,priority,priority
NA,zone,zone
NA,is,is
NA,expected,expected
NA,to,to
keyboard,be,br
NA,completed,completed
NA,in,in
NA,May.,May.
NA,Covering,Covering
insert,the,thes
NA,new,new
NA,zone,zone
NA,could,could
NA,take,take
phonetics,as,is
NA,long,long
NA,as,as
NA,a,a
NA,year.,year.
NA,At,At
NA,that,that
NA,point,,point,
NA,"all,"all
NA,high,high
NA,probability,probability
NA,search,search
swap_repeat,areas,aeras
NA,would,would
NA,have,have
NA,been,been
NA,covered,",covered,"
NA,the,the
NA,governments,governments
NA,said,said
NA,Thursday.,Thursday.
NA,The,The
NA,size,size
other_real,of,fot
NA,the,the
NA,doubled,doubled
swap_repeat,search,serach
NA,area,,area,
NA,the,the
NA,equivalent,equivalent
NA,of,of
NA,more,more
NA,than,than
NA,46,000,46,000
NA,square,square
NA,miles,,miles,
NA,would,would
NA,be,be
delete,bigger,biger
insert,than,thant
insert,the,thre
NA,U.S.,U.S.
NA,state,state
NA,of,of
NA,Pennsylvania.,Pennsylvania.
NA,Flight,Flight
NA,370,370
NA,vanished,vanished
NA,after,after
NA,taking,taking
NA,off,off
NA,from,from
NA,Kuala,Kuala
NA,Lumpur,,Lumpur,
NA,Malaysia,,Malaysia,
NA,on,on
delete,march,marth
NA,8,,8,
NA,2014,,2014,
NA,bound,bound
NA,for,for
NA,Beijing.,Beijing.
NA,Officials,Officials
keyboard,are,qre
phonetics,still,stil
NA,trying,trying
NA,to,to
NA,figure,figure
NA,out,out
NA,why,why
NA,it,it
NA,veered,veered
NA,dramatically,dramatically
NA,off,off
swap_repeat,course,sourse
NA,over,over
NA,the,the
NA,sea,sea
NA,between,between
phonetics,Malaysia,Malasya
delete,and,an
NA,Vietnam,Vietnam
other_err,and,[[amd
NA,where,where
NA,exactly,exactly
keyboard,it,ot
NA,ended,ended
NA,up.,up.
NA,An,An
NA,international,international
swap_repeat,team,teem
phonetics,of,ofo
NA,experts,experts
NA,used,used
NA,satellite,satellite
NA,data,data
NA,to,to
NA,calculate,calculate
NA,that,that
insert,the,thez
phonetics,plane,plaine
NA,eventually,eventually
NA,went,went
NA,down,down
NA,in,in
insert,the,thes
NA,southern,southern
NA,Indian,Indian
NA,Ocean,,Ocean,
NA,far,far
NA,off,off
NA,the,the
NA,coast,coast
NA,of,of
NA,Western,Western
NA,Australia.,Australia.
NA,The,The
phonetics,people,peple
NA,on,on
NA,board,board
NA,the,the
NA,Boeing,Boeing
NA,777,777
NA,came,came
NA,from,from
NA,various,various
NA,nations,,nations,
NA,but,but
NA,the,the
NA,majority,majority
NA,were,were
NA,Chinese.,Chinese.
NA,Six,Six
NA,survivors,survivors
NA,of,of
NA,the,the
NA,Paris,Paris
NA,kosher,kosher
NA,supermarket,supermarket
NA,siege,siege
NA,in,in
phonetics,january,jenuary
NA,are,are
NA,suing,suing
NA,a,a
NA,French,French
swap_repeat,media,midia
NA,outlet,outlet
NA,for,for
NA,what,what
NA,they,they
NA,call,call
NA,dangerous,dangerous
NA,live,live
NA,broadcasting,broadcasting
NA,during,during
NA,the,the
NA,hostage-taking.,hostage-taking.
NA,According,According
NA,to,to
NA,Paris,Paris
NA,prosecutor's,prosecutor's
NA,spokeswoman,spokeswoman
NA,Agnes,Agnes
NA,Thibault-Lecuivre,,Thibault-Lecuivre,
NA,the,the
NA,lawsuit,lawsuit
NA,was,was
NA,filed,filed
NA,March,March
NA,27,27
NA,and,and
NA,a,a
NA,preliminary,preliminary
NA,investigation,investigation
NA,was,was
NA,opened,opened
NA,by,by
NA,the,the
NA,prosecutor's,prosecutor's
swap_repeat,office,iffice
NA,Wednesday.,Wednesday.
NA,The,The
NA,media,media
NA,outlet,,outlet,
NA,CNN,CNN
NA,affiliate,affiliate
NA,BFMTV,,BFMTV,
NA,is,is
NA,accused,accused
keyboard,of,lf
NA,endangering,endangering
NA,the,the
NA,lives,lives
NA,of,of
NA,the,the
NA,hostages,,hostages,
NA,who,who
NA,were,were
NA,hiding,hiding
NA,in,in
delete,a,g
NA,cold,cold
NA,room,room
swap_repeat,during,durind
NA,the,the
NA,attack,,attack,
phonetics,by,bye
NA,broadcasting,broadcasting
NA,their,their
NA,location,location
NA,live,live
NA,during,during
NA,the,the
NA,siege.,siege.
NA,BFM,BFM
NA,in,in
NA,a,a
delete,statement,satement
NA,Friday,Friday
NA,said,said
NA,one,one
NA,of,of
NA,its,its
phonetics,journalists,jornalists
NA,"mentioned,"mentioned
NA,only,only
NA,once,once
NA,the,the
NA,presence,presence
NA,of,of
NA,a,a
NA,woman,woman
NA,hidden,hidden
NA,inside,inside
other_err,the,there's
NA,Hyper,Hyper
NA,Cacher,,Cacher,
NA,on,on
keyboard,the,tge
NA,basis,basis
NA,of,of
NA,police,police
NA,sources,sources
NA,on,on
NA,the,the
NA,ground.",ground."
NA,"Immediately,,"Immediately,
delete,the,he
NA,chief,chief
NA,editor,editor
NA,felt,felt
NA,that,that
NA,this,this
NA,information,information
NA,should,should
NA,not,not
NA,be,be
NA,released.,released.
NA,It,It
NA,therefore,therefore
NA,has,has
NA,subsequently,subsequently
NA,never,never
NA,been,been
NA,repeated,repeated
insert,on,onf
NA,air,air
NA,or,or
NA,posted,posted
NA,on-screen.,on-screen.
NA,BFMTV,BFMTV
NA,regrets,regrets
NA,that,that
NA,the,the
NA,mention,mention
NA,of,of
NA,this,this
swap_repeat,information,infomartion
phonetics,could,coult
NA,cause,cause
phonetics,concern,concering
insert,to,rto
NA,the,the
NA,hostages,,hostages,
NA,as,as
NA,well,well
swap_repeat,as,sa
NA,their,their
NA,relatives,,relatives,
NA,that,that
other_err,their,tem
NA,lives,lives
NA,were,were
delete,in,i
NA,danger,",danger,"
NA,the,the
NA,statement,statement
NA,said.,said.
NA,Gunman,Gunman
NA,Amedy,Amedy
NA,Coulibaly,,Coulibaly,
NA,also,also
NA,suspected,suspected
NA,in,in
NA,the,the
NA,slaying,slaying
other_real,of,ar
NA,a,a
NA,police,police
NA,officer,,officer,
NA,stormed,stormed
NA,the,the
NA,Hyper,Hyper
NA,Cacher,Cacher
caps,Jewish,jewish
NA,supermarket,supermarket
NA,on,on
NA,January,January
NA,9,,9,
NA,killing,killing
NA,four,four
NA,people,people
other_err,and,è
other_err,taking,tanke
NA,others,others
NA,hostage.,hostage.
NA,He,He
NA,was,was
NA,killed,killed
NA,in,in
NA,the,the
NA,police,police
NA,operation,operation
NA,to,to
NA,end,end
NA,the,the
NA,siege.,siege.
NA,A,A
NA,24-year-old,24-year-old
NA,supermarket,supermarket
NA,employee,,employee,
NA,Malian-born,Malian-born
NA,Lassana,Lassana
NA,Bathily,,Bathily,
NA,was,was
