text	pos	etype	erate	source	error	word	eword	epos	label
100	124	real	50	cnn	1	on	ona	2	phonetics
100	125	real	50	cnn	0	the	the	3	NA
100	126	real	50	cnn	1	ship	sheep	2	phonetics
100	127	real	50	cnn	1	had	have	2	other_real
100	128	real	50	cnn	1	discovered	discoverd	8	phonetics
100	129	real	50	cnn	1	the	thet	3	insert
100	130	real	50	cnn	0	deceased	deceased	8	NA
100	131	real	50	cnn	1	passengers	passagers	4	other_err
100	132	real	50	cnn	0	after	after	5	NA
100	133	real	50	cnn	1	knocking	nocking	0	phonetics
100	134	real	50	cnn	0	on	on	2	NA
100	135	real	50	cnn	1	the	he	0	delete
100	136	real	50	cnn	0	cabin's	cabin's	7	NA
100	137	real	50	cnn	0	door.	door.	5	NA
200	1	real	50	cnn	0	Sabra	Sabra	5	NA
200	2	real	50	cnn	0	Dipping	Dipping	7	NA
200	3	real	50	cnn	0	Co.	Co.	3	NA
200	4	real	50	cnn	1	is	é	0	other_err
200	5	real	50	cnn	0	recalling	recalling	9	NA
200	6	real	50	cnn	0	30,000	30,000	6	NA
200	7	real	50	cnn	1	cases	casses	3	phonetics
200	8	real	50	cnn	1	of	off	2	phonetics
200	9	real	50	cnn	0	hummus	hummus	6	NA
200	10	real	50	cnn	1	due	dur	2	keyboard
200	11	real	50	cnn	1	to	por	0	other_err
200	12	real	50	cnn	1	possible	possibe	6	delete
200	13	real	50	cnn	1	contamination	cotamination	2	delete
200	14	real	50	cnn	1	with	wift	2	other_err
200	15	real	50	cnn	0	Listeria,	Listeria,	9	NA
200	16	real	50	cnn	1	the	DE	0	other_real
200	17	real	50	cnn	1	U.S.	u.s	0	phonetics
200	18	real	50	cnn	0	Food	Food	4	NA
200	19	real	50	cnn	1	and	ang	2	delete
200	20	real	50	cnn	1	Drug	Drag	2	phonetics
200	21	real	50	cnn	1	Administration	Administation	8	phonetics
200	22	real	50	cnn	1	said	sayed	2	phonetics
200	23	real	50	cnn	0	Wednesday.	Wednesday.	10	NA
200	24	real	50	cnn	1	The	them	0	other_real
200	25	real	50	cnn	0	nationwide	nationwide	10	NA
200	26	real	50	cnn	0	recall	recall	6	NA
200	27	real	50	cnn	1	is	é	0	other_err
200	28	real	50	cnn	0	voluntary.	voluntary.	10	NA
200	29	real	50	cnn	1	So	Soo	2	phonetics
200	30	real	50	cnn	0	far,	far,	4	NA
200	31	real	50	cnn	1	no	NO	0	caps
200	32	real	50	cnn	1	illnesses	illnes	6	phonetics
200	33	real	50	cnn	0	caused	caused	6	NA
200	34	real	50	cnn	1	by	bye	2	phonetics
200	35	real	50	cnn	0	the	the	3	NA
200	36	real	50	cnn	0	hummus	hummus	6	NA
200	37	real	50	cnn	1	have	heve	1	swap_repeat
200	38	real	50	cnn	0	been	been	4	NA
200	39	real	50	cnn	0	reported.	reported.	9	NA
200	40	real	50	cnn	1	The	THe	1	caps
200	41	real	50	cnn	0	potential	potential	9	NA
200	42	real	50	cnn	1	for	fpr	1	keyboard
200	43	real	50	cnn	0	contamination	contamination	13	NA
200	44	real	50	cnn	1	was	wass	3	phonetics
200	45	real	50	cnn	0	discovered	discovered	10	NA
200	46	real	50	cnn	1	when	[[whe	0	other_err
200	47	real	50	cnn	1	a	e	0	phonetics
200	48	real	50	cnn	0	routine,	routine,	8	NA
200	49	real	50	cnn	0	random	random	6	NA
200	50	real	50	cnn	0	sample	sample	6	NA
200	51	real	50	cnn	0	collected	collected	9	NA
200	52	real	50	cnn	1	at	ay	1	keyboard
200	53	real	50	cnn	0	a	a	1	NA
200	54	real	50	cnn	0	Michigan	Michigan	8	NA
200	55	real	50	cnn	1	store	sore	1	delete
200	56	real	50	cnn	1	on	or	1	delete
200	57	real	50	cnn	1	March	Marh	3	delete
200	58	real	50	cnn	0	30	30	2	NA
200	59	real	50	cnn	0	tested	tested	6	NA
200	60	real	50	cnn	1	positive	possitive	3	phonetics
200	61	real	50	cnn	1	for	vor	0	keyboard
200	62	real	50	cnn	0	Listeria	Listeria	8	NA
200	63	real	50	cnn	0	monocytogenes.	monocytogenes.	14	NA
200	64	real	50	cnn	1	The	Ther	3	insert
200	65	real	50	cnn	0	FDA	FDA	3	NA
200	66	real	50	cnn	0	issued	issued	6	NA
200	67	real	50	cnn	1	a	s	0	keyboard
200	68	real	50	cnn	1	list	liste	4	phonetics
200	69	real	50	cnn	0	of	of	2	NA
200	70	real	50	cnn	1	the	ghe	0	keyboard
200	71	real	50	cnn	0	products	products	8	NA
200	72	real	50	cnn	1	in	In	0	caps
200	73	real	50	cnn	0	the	the	3	NA
200	74	real	50	cnn	0	recall.	recall.	7	NA
200	75	real	50	cnn	0	Anyone	Anyone	6	NA
200	76	real	50	cnn	0	who	who	3	NA
200	77	real	50	cnn	1	has	hat	2	delete
200	78	real	50	cnn	1	purchased	purchesed	5	swap_repeat
200	79	real	50	cnn	1	any	eny	0	phonetics
200	80	real	50	cnn	1	of	aof	0	phonetics
200	81	real	50	cnn	1	the	de	0	other_real
200	82	real	50	cnn	1	items	itemes	4	phonetics
200	83	real	50	cnn	1	is	It's	0	other_real
200	84	real	50	cnn	0	urged	urged	5	NA
200	85	real	50	cnn	0	to	to	2	NA
200	86	real	50	cnn	0	dispose	dispose	7	NA
200	87	real	50	cnn	1	of	jf	0	delete
200	88	real	50	cnn	0	or	or	2	NA
200	89	real	50	cnn	1	return	riturn	1	phonetics
200	90	real	50	cnn	1	it	ot	0	keyboard
200	91	real	50	cnn	1	to	ro	0	keyboard
200	92	real	50	cnn	0	the	the	3	NA
200	93	real	50	cnn	1	store	sore	1	delete
200	94	real	50	cnn	1	for	foa	2	delete
200	95	real	50	cnn	1	a	aa	1	phonetics
200	96	real	50	cnn	1	full	fuul	2	swap_repeat
200	97	real	50	cnn	0	refund.	refund.	7	NA
200	98	real	50	cnn	0	Listeria	Listeria	8	NA
200	99	real	50	cnn	0	monocytogenes	monocytogenes	13	NA
200	100	real	50	cnn	1	can	cas	2	delete
200	101	real	50	cnn	0	cause	cause	5	NA
200	102	real	50	cnn	1	serious	seriouse	7	phonetics
200	103	real	50	cnn	1	and	ENDE	0	phonetics
200	104	real	50	cnn	1	sometimes	somatimes	3	phonetics
200	105	real	50	cnn	1	fatal	fitality	1	other_err
200	106	real	50	cnn	0	infections	infections	10	NA
200	107	real	50	cnn	1	in	In	0	caps
200	108	real	50	cnn	1	young	yang	1	phonetics
200	109	real	50	cnn	0	children,	children,	9	NA
200	110	real	50	cnn	0	frail	frail	5	NA
200	111	real	50	cnn	1	or	ror	0	insert
200	112	real	50	cnn	0	elderly	elderly	7	NA
200	113	real	50	cnn	0	people,	people,	7	NA
200	114	real	50	cnn	1	and	y	0	other_real
200	115	real	50	cnn	1	others	oter	2	other_err
200	116	real	50	cnn	1	with	whit	1	swap_repeat
200	117	real	50	cnn	0	weakened	weakened	8	NA
200	118	real	50	cnn	1	immune	immone	3	phonetics
200	119	real	50	cnn	0	systems,	systems,	8	NA
200	120	real	50	cnn	1	the	rthe	0	insert
200	121	real	50	cnn	0	FDA	FDA	3	NA
200	122	real	50	cnn	0	says.	says.	5	NA
200	123	real	50	cnn	1	Although	Altough	3	delete
200	124	real	50	cnn	1	some	spme	1	keyboard
200	125	real	50	cnn	1	people	pepole	2	swap_repeat
200	126	real	50	cnn	1	may	mays	3	insert
200	127	real	50	cnn	1	suffer	saffer	1	phonetics
200	128	real	50	cnn	0	only	only	4	NA
200	129	real	50	cnn	0	short-term	short-term	10	NA
200	130	real	50	cnn	1	symptoms	sintoms	1	other_err
200	131	real	50	cnn	1	such	soo	1	other_err
200	132	real	50	cnn	1	as	a	1	delete
200	133	real	50	cnn	1	high	hogh	1	keyboard
200	134	real	50	cnn	0	fever,	fever,	6	NA
200	135	real	50	cnn	0	severe	severe	6	NA
200	136	real	50	cnn	0	headache,	headache,	9	NA
200	137	real	50	cnn	0	nausea,	nausea,	7	NA
200	138	real	50	cnn	0	abdominal	abdominal	9	NA
200	139	real	50	cnn	0	pain	pain	4	NA
200	140	real	50	cnn	0	and	and	3	NA
200	141	real	50	cnn	0	diarrhea,	diarrhea,	9	NA
200	142	real	50	cnn	0	Listeria	Listeria	8	NA
200	143	real	50	cnn	1	can	cae	2	delete
200	144	real	50	cnn	1	also	allso	2	phonetics
200	145	real	50	cnn	0	cause	cause	5	NA
200	146	real	50	cnn	0	miscarriages	miscarriages	12	NA
200	147	real	50	cnn	0	and	and	3	NA
200	148	real	50	cnn	0	stillbirths	stillbirths	11	NA
200	149	real	50	cnn	1	among	amoung	3	phonetics
200	150	real	50	cnn	1	pregnant	pregnat	6	delete
200	151	real	50	cnn	0	women.	women.	6	NA
300	1	real	50	cnn	1	Good	Goodl	4	insert
300	2	real	50	cnn	1	news	nwes	1	swap_repeat
300	3	real	50	cnn	1	arrived	arrieved	4	phonetics
300	4	real	50	cnn	0	Thursday	Thursday	8	NA
300	5	real	50	cnn	1	for	ffor	1	phonetics
300	6	real	50	cnn	0	"Fifty	"Fifty	6	NA
300	7	real	50	cnn	0	Shades	Shades	6	NA
300	8	real	50	cnn	1	of	fot	0	other_real
300	9	real	50	cnn	0	Grey"	Grey"	5	NA
300	10	real	50	cnn	0	fans.	fans.	5	NA
300	11	real	50	cnn	0	Universal	Universal	9	NA
300	12	real	50	cnn	0	announced	announced	9	NA
300	13	real	50	cnn	0	Thursday	Thursday	8	NA
300	14	real	50	cnn	1	that	f	0	other_real
300	15	real	50	cnn	1	the	tthe	1	phonetics
300	16	real	50	cnn	0	sequel	sequel	6	NA
300	17	real	50	cnn	1	to	ot	0	swap_repeat
300	18	real	50	cnn	1	the	dth	0	keyboard
300	19	real	50	cnn	0	box	box	3	NA
300	20	real	50	cnn	1	office	offoce	3	swap_repeat
300	21	real	50	cnn	0	blockbuster	blockbuster	11	NA
300	22	real	50	cnn	1	will	wlii	1	swap_repeat
300	23	real	50	cnn	1	hit	bit	0	keyboard
300	24	real	50	cnn	1	theaters	theathres	5	other_err
300	25	real	50	cnn	0	on	on	2	NA
300	26	real	50	cnn	0	Feb.	Feb.	4	NA
300	27	real	50	cnn	0	10,	10,	3	NA
300	28	real	50	cnn	0	2017.	2017.	5	NA
300	29	real	50	cnn	1	The	Th	2	phonetics
300	30	real	50	cnn	1	third	thirst	4	other_real
300	31	real	50	cnn	1	film	filme	4	phonetics
300	32	real	50	cnn	1	in	im	1	keyboard
300	33	real	50	cnn	1	the	el	0	other_real
300	34	real	50	cnn	0	series	series	6	NA
300	35	real	50	cnn	1	will	wall	1	phonetics
300	36	real	50	cnn	0	debut	debut	5	NA
300	37	real	50	cnn	0	Feb.	Feb.	4	NA
300	38	real	50	cnn	0	9,	9,	2	NA
300	39	real	50	cnn	0	2018.	2018.	5	NA
300	40	real	50	cnn	1	The	He	0	other_real
300	41	real	50	cnn	1	news	niews	1	phonetics
300	42	real	50	cnn	1	came	canme	2	insert
300	43	real	50	cnn	1	one	1	0	other_err
300	44	real	50	cnn	1	day	dayl	3	insert
300	45	real	50	cnn	1	after	aftter	3	phonetics
300	46	real	50	cnn	0	The	The	3	NA
300	47	real	50	cnn	1	Hollywood	Hoolywood	2	swap_repeat
300	48	real	50	cnn	0	Reporter	Reporter	8	NA
300	49	real	50	cnn	0	reported	reported	8	NA
300	50	real	50	cnn	0	exclusively	exclusively	11	NA
300	51	real	50	cnn	0	that	that	4	NA
300	52	real	50	cnn	1	the	tnhe	1	insert
300	53	real	50	cnn	1	husband	Hausband	0	phonetics
300	54	real	50	cnn	1	of	lf	0	keyboard
300	55	real	50	cnn	0	EL	EL	2	NA
300	56	real	50	cnn	0	James,	James,	6	NA
300	57	real	50	cnn	1	author	auther	4	phonetics
300	58	real	50	cnn	1	of	o	1	delete
300	59	real	50	cnn	1	the	theath	3	other_err
300	60	real	50	cnn	0	"Fifty	"Fifty	6	NA
300	61	real	50	cnn	0	Shades"	Shades"	7	NA
300	62	real	50	cnn	0	trilogy,	trilogy,	8	NA
300	63	real	50	cnn	1	will	we'll	1	phonetics
300	64	real	50	cnn	1	write	writhe	4	insert
300	65	real	50	cnn	1	the	te	1	delete
300	66	real	50	cnn	0	script	script	6	NA
300	67	real	50	cnn	1	for	Fow	0	delete
300	68	real	50	cnn	1	the	tehere	1	other_err
300	69	real	50	cnn	1	second	seound	2	other_err
300	70	real	50	cnn	0	film.	film.	5	NA
300	71	real	50	cnn	0	Niall	Niall	5	NA
300	72	real	50	cnn	0	Leonard,	Leonard,	8	NA
300	73	real	50	cnn	0	who	who	3	NA
300	74	real	50	cnn	1	is	[[ist	0	other_err
300	75	real	50	cnn	1	married	Marrird	0	swap_repeat
300	76	real	50	cnn	0	and	and	3	NA
300	77	real	50	cnn	1	has	was	0	delete
300	78	real	50	cnn	0	two	two	3	NA
300	79	real	50	cnn	1	sons	sans	1	phonetics
300	80	real	50	cnn	0	with	with	4	NA
300	81	real	50	cnn	1	the	te	1	delete
300	82	real	50	cnn	1	British	[[british	0	phonetics
300	83	real	50	cnn	0	author,	author,	7	NA
300	84	real	50	cnn	1	is	ie	1	keyboard
300	85	real	50	cnn	1	an	on	0	phonetics
300	86	real	50	cnn	1	author	aurther	2	other_err
300	87	real	50	cnn	0	himself,	himself,	8	NA
300	88	real	50	cnn	0	in	in	2	NA
300	89	real	50	cnn	0	addition	addition	8	NA
300	90	real	50	cnn	1	to	t	1	phonetics
300	91	real	50	cnn	1	being	beeng	2	swap_repeat
300	92	real	50	cnn	1	a	de	0	other_real
300	93	real	50	cnn	0	screenwriter.	screenwriter.	13	NA
300	94	real	50	cnn	0	James,	James,	6	NA
300	95	real	50	cnn	1	whose	whoes	3	swap_repeat
300	96	real	50	cnn	0	real	real	4	NA
300	97	real	50	cnn	0	name	name	4	NA
300	98	real	50	cnn	1	is	e	0	other_real
300	99	real	50	cnn	1	Erika	erika	0	caps
300	100	real	50	cnn	0	Leonard,	Leonard,	8	NA
300	101	real	50	cnn	1	has	as	0	delete
300	102	real	50	cnn	1	been	beem	3	keyboard
300	103	real	50	cnn	0	credited	credited	8	NA
300	104	real	50	cnn	0	with	with	4	NA
300	105	real	50	cnn	0	keeping	keeping	7	NA
300	106	real	50	cnn	0	a	a	1	NA
300	107	real	50	cnn	0	strong	strong	6	NA
300	108	real	50	cnn	0	amount	amount	6	NA
300	109	real	50	cnn	1	of	ol	1	delete
300	110	real	50	cnn	0	creative	creative	8	NA
300	111	real	50	cnn	1	control	contrl	5	phonetics
300	112	real	50	cnn	1	when	whne	2	swap_repeat
300	113	real	50	cnn	1	it	in	1	delete
300	114	real	50	cnn	1	comes	cmes	1	delete
300	115	real	50	cnn	1	to	ou	0	other_err
300	116	real	50	cnn	0	Universal's	Universal's	11	NA
300	117	real	50	cnn	0	adaptations	adaptations	11	NA
300	118	real	50	cnn	1	of	iof	0	phonetics
300	119	real	50	cnn	1	her	hef	2	keyboard
300	120	real	50	cnn	0	books,	books,	6	NA
300	121	real	50	cnn	1	the	da	0	other_real
300	122	real	50	cnn	1	second	secoond	4	phonetics
300	123	real	50	cnn	1	of	oft	2	insert
300	124	real	50	cnn	1	which	Wich	0	phonetics
300	125	real	50	cnn	0	is	is	2	NA
300	126	real	50	cnn	0	titled	titled	6	NA
300	127	real	50	cnn	0	"Fifty	"Fifty	6	NA
300	128	real	50	cnn	0	Shades	Shades	6	NA
300	129	real	50	cnn	0	Darker."	Darker."	8	NA
300	130	real	50	cnn	1	After	Aften	4	delete
300	131	real	50	cnn	0	clashing	clashing	8	NA
300	132	real	50	cnn	0	with	with	4	NA
300	133	real	50	cnn	0	James,	James,	6	NA
300	134	real	50	cnn	0	Sam	Sam	3	NA
300	135	real	50	cnn	0	Taylor-Johnson	Taylor-Johnson	14	NA
300	136	real	50	cnn	1	isn't	is't	2	delete
300	137	real	50	cnn	1	returning	retorning	3	phonetics
300	138	real	50	cnn	1	to	TO	0	caps
300	139	real	50	cnn	1	direct	direkt	4	delete
300	140	real	50	cnn	0	the	the	3	NA
300	141	real	50	cnn	0	sequel.	sequel.	7	NA
300	142	real	50	cnn	0	Stars	Stars	5	NA
300	143	real	50	cnn	0	Dakota	Dakota	6	NA
300	144	real	50	cnn	1	Johnson	Johson	3	delete
300	145	real	50	cnn	1	and	aond	1	phonetics
300	146	real	50	cnn	0	Jamie	Jamie	5	NA
300	147	real	50	cnn	0	Dornan	Dornan	6	NA
300	148	real	50	cnn	1	are	a	1	other_real
300	149	real	50	cnn	1	negotiating	negociating	4	delete
300	150	real	50	cnn	1	for	foa	2	delete
300	151	real	50	cnn	1	more	mre	1	phonetics
300	152	real	50	cnn	1	money	monye	3	swap_repeat
300	153	real	50	cnn	1	for	vor	0	keyboard
300	154	real	50	cnn	0	the	the	3	NA
300	155	real	50	cnn	0	sequel	sequel	6	NA
300	156	real	50	cnn	1	after	aftrer	3	phonetics
300	157	real	50	cnn	1	the	lhe	0	delete
300	158	real	50	cnn	1	first	fitst	2	swap_repeat
300	159	real	50	cnn	0	film,	film,	5	NA
300	160	real	50	cnn	1	release	reliase	3	phonetics
300	161	real	50	cnn	0	over	over	4	NA
300	162	real	50	cnn	0	Valentine's	Valentine's	11	NA
300	163	real	50	cnn	0	Day	Day	3	NA
300	164	real	50	cnn	1	weekend	week-end	4	phonetics
300	165	real	50	cnn	0	of	of	2	NA
300	166	real	50	cnn	1	this	ths	2	phonetics
300	167	real	50	cnn	0	year,	year,	5	NA
300	168	real	50	cnn	1	earned	eraned	1	swap_repeat
300	169	real	50	cnn	1	a	al	1	insert
300	170	real	50	cnn	0	massive	massive	7	NA
300	171	real	50	cnn	0	$568.8	$568.8	6	NA
300	172	real	50	cnn	1	million	milion	3	phonetics
300	173	real	50	cnn	0	worldwide.	worldwide.	10	NA
400	1	real	50	cnn	0	South	South	5	NA
400	2	real	50	cnn	0	Korea's	Korea's	7	NA
400	3	real	50	cnn	0	Prime	Prime	5	NA
400	4	real	50	cnn	0	Minister	Minister	8	NA
400	5	real	50	cnn	0	Lee	Lee	3	NA
400	6	real	50	cnn	0	Wan-koo	Wan-koo	7	NA
400	7	real	50	cnn	1	offered	offere	6	delete
400	8	real	50	cnn	1	to	fot	0	other_real
400	9	real	50	cnn	0	resign	resign	6	NA
400	10	real	50	cnn	1	on	jn	0	delete
400	11	real	50	cnn	0	Monday	Monday	6	NA
400	12	real	50	cnn	0	amid	amid	4	NA
400	13	real	50	cnn	1	a	at	1	insert
400	14	real	50	cnn	1	growing	growning	4	insert
400	15	real	50	cnn	1	political	politicals	9	phonetics
400	16	real	50	cnn	0	scandal.	scandal.	8	NA
400	17	real	50	cnn	0	Lee	Lee	3	NA
400	18	real	50	cnn	1	will	waill	1	phonetics
400	19	real	50	cnn	0	stay	stay	4	NA
400	20	real	50	cnn	1	in	im	1	keyboard
400	21	real	50	cnn	0	his	his	3	NA
400	22	real	50	cnn	1	official	officical	6	insert
400	23	real	50	cnn	1	role	rol	3	phonetics
400	24	real	50	cnn	1	until	util	1	delete
400	25	real	50	cnn	0	South	South	5	NA
400	26	real	50	cnn	0	Korean	Korean	6	NA
400	27	real	50	cnn	1	President	Presidente	9	phonetics
400	28	real	50	cnn	1	Park	Parc	3	phonetics
400	29	real	50	cnn	0	Geun-hye	Geun-hye	8	NA
400	30	real	50	cnn	0	accepts	accepts	7	NA
400	31	real	50	cnn	0	his	his	3	NA
400	32	real	50	cnn	0	resignation.	resignation.	12	NA
400	33	real	50	cnn	1	He	Ha	1	phonetics
400	34	real	50	cnn	1	has	haves	2	other_err
400	35	real	50	cnn	1	transferred	transfered	8	phonetics
400	36	real	50	cnn	1	his	fis	0	delete
400	37	real	50	cnn	0	role	role	4	NA
400	38	real	50	cnn	1	of	lf	0	keyboard
400	39	real	50	cnn	0	chairing	chairing	8	NA
400	40	real	50	cnn	0	Cabinet	Cabinet	7	NA
400	41	real	50	cnn	0	meetings	meetings	8	NA
400	42	real	50	cnn	1	to	por	0	other_err
400	43	real	50	cnn	1	the	rthe	0	insert
400	44	real	50	cnn	1	deputy	dupty	1	phonetics
400	45	real	50	cnn	0	prime	prime	5	NA
400	46	real	50	cnn	0	minister	minister	8	NA
400	47	real	50	cnn	1	for	forr	3	phonetics
400	48	real	50	cnn	1	the	dth	0	keyboard
400	49	real	50	cnn	1	time	tme	1	phonetics
400	50	real	50	cnn	0	being,	being,	6	NA
400	51	real	50	cnn	0	according	according	9	NA
400	52	real	50	cnn	0	to	to	2	NA
400	53	real	50	cnn	1	his	hi's	2	phonetics
400	54	real	50	cnn	1	office.	offics.	5	keyboard
400	55	real	50	cnn	1	Park	Parc	3	phonetics
400	56	real	50	cnn	1	heard	herad	2	swap_repeat
400	57	real	50	cnn	1	about	bhout	0	other_err
400	58	real	50	cnn	1	the	she	0	delete
400	59	real	50	cnn	0	resignation	resignation	11	NA
400	60	real	50	cnn	1	and	a	1	other_real
400	61	real	50	cnn	1	called	caleed	3	swap_repeat
400	62	real	50	cnn	1	it	is	1	delete
400	63	real	50	cnn	0	"regrettable,"	"regrettable,"	14	NA
400	64	real	50	cnn	1	according	accordinghly	9	phonetics
400	65	real	50	cnn	1	to	whit	0	other_real
400	66	real	50	cnn	0	the	the	3	NA
400	67	real	50	cnn	1	South	Soufh	3	keyboard
400	68	real	50	cnn	1	Korean	korean	0	caps
